Unieknr,plot_id,soil_unit,reference_soil_group,rsg_pq_cod,pq_code,pq1,pq2,pq3,sq_drainag,sq_texture,sq_morphol,sq_fertili,belgisch_bodemtype,belgisch_bodemdistrict,bodemkaart_streek,bodemtype_ruw,bodemtype,bodemserie_c,bodemserie,Substr_V_c,SubstraatV,Textuur_c,Textuur,Drainage_c,Drainage,Profontw_c,Profontw,Fase_c,Fase,Varimoma_c,Varimoma,Variprof_c,Variprof,Serie_c,Serie,Subserie_c,Subserie,Type_c,Type,Subtype_c,Subtype,Uitleg_tit,Uitleg,Type_class,Bodtypstr,PNV,Kaartbldnr
740,740,Gleyic Terric Cambisols (Arenic),Cambisols,CM-tr.gl,tr.gl,Terric,Gleyic,-,Endogleyic,Arenic,-,Eutric,ZdP,Centrale Vlaamse laagvlakte,Zandstreek,Vochtig zand,ZdP,ZdP,Matig natte zandbodem zonder profiel of met onbepaald profiel,,,Z,zand,d,"matig nat, matig gleyig",p+x,met profielontwikkelingsklassen p en x,,,,,,,,,,,,,,,bodemserie Zdh en complexen ZdP en ZdG in de Zandstreek,"De kaarteenheden aangeduid als ZdP groeperen boringen waarin men de verbrokkelde resten van de Podzol B (..h) vindt, de zachte humus B werd homogeen in de bouwvoor verwerkt. Naast deze waarnemingen vindt men plaatsen waar de totale Podzol B werd uitgegra",Rest van Vlaanderen,ZdP-ZS,7,41E
741,741,"Fluvic Gleyic Phaeozems (Clayic, Fluvic, Ruptic)",Phaeozems,PH-gl.fv,gl.fv,Gleyic,Fluvic,-,Amphigleyic,Clayic,"Fluvic, Ruptic",Eutric,s-Ufp,Centrale Vlaamse laagvlakte,Zandstreek,Natte ZwKlei,s-Ufp,Ufp,Zeer sterk gleyige zware kleibodem zonder profiel,s-,Zand op geringe of matige diepte,U,zware klei,f,"zeer nat, zeer sterk gleyig met reductiehorizont",p,zonder profielontwikkeling,,,,,,,,,,,,,,,bodemserie Ufp en bodemcomplex UFp in de Zandstreek,"Deze hydromorfe, alluviale grondwatergronden hebben een donkergrijze Ap, sterk roestig, en 20-30 cm dik. In de winter staan de bodems periodiek onder water. In de zomer zijn ze te nat (complex . F . verenigt de drainageklassen . e . en . f .). De bodems",Rest van Vlaanderen,s-Ufp-ZS,4,41E
742,742,"Fluvic Gleyic Phaeozems (Clayic, Fluvic, Ruptic)",Phaeozems,PH-gl.fv,gl.fv,Gleyic,Fluvic,-,Amphigleyic,Clayic,"Fluvic, Ruptic",Eutric,s-Ufp,Centrale Vlaamse laagvlakte,Zandstreek,Natte ZwKlei,s-Ufp,Ufp,Zeer sterk gleyige zware kleibodem zonder profiel,s-,Zand op geringe of matige diepte,U,zware klei,f,"zeer nat, zeer sterk gleyig met reductiehorizont",p,zonder profielontwikkeling,,,,,,,,,,,,,,,bodemserie Ufp en bodemcomplex UFp in de Zandstreek,"Deze hydromorfe, alluviale grondwatergronden hebben een donkergrijze Ap, sterk roestig, en 20-30 cm dik. In de winter staan de bodems periodiek onder water. In de zomer zijn ze te nat (complex . F . verenigt de drainageklassen . e . en . f .). De bodems",Rest van Vlaanderen,s-Ufp-ZS,4,41E
743,743,"Fluvic Gleyic Phaeozems (Clayic, Fluvic, Ruptic)",Phaeozems,PH-gl.fv,gl.fv,Gleyic,Fluvic,-,Amphigleyic,Clayic,"Fluvic, Ruptic",Eutric,s-Ufp,Centrale Vlaamse laagvlakte,Zandstreek,Natte ZwKlei,s-Ufp,Ufp,Zeer sterk gleyige zware kleibodem zonder profiel,s-,Zand op geringe of matige diepte,U,zware klei,f,"zeer nat, zeer sterk gleyig met reductiehorizont",p,zonder profielontwikkeling,,,,,,,,,,,,,,,bodemserie Ufp en bodemcomplex UFp in de Zandstreek,"Deze hydromorfe, alluviale grondwatergronden hebben een donkergrijze Ap, sterk roestig, en 20-30 cm dik. In de winter staan de bodems periodiek onder water. In de zomer zijn ze te nat (complex . F . verenigt de drainageklassen . e . en . f .). De bodems",Rest van Vlaanderen,s-Ufp-ZS,4,41E
744,744,"Fluvic Gleyic Phaeozems (Clayic, Fluvic, Ruptic)",Phaeozems,PH-gl.fv,gl.fv,Gleyic,Fluvic,-,Amphigleyic,Clayic,"Fluvic, Ruptic",Eutric,s-Ufp,Centrale Vlaamse laagvlakte,Zandstreek,Natte ZwKlei,s-Ufp,Ufp,Zeer sterk gleyige zware kleibodem zonder profiel,s-,Zand op geringe of matige diepte,U,zware klei,f,"zeer nat, zeer sterk gleyig met reductiehorizont",p,zonder profielontwikkeling,,,,,,,,,,,,,,,bodemserie Ufp en bodemcomplex UFp in de Zandstreek,"Deze hydromorfe, alluviale grondwatergronden hebben een donkergrijze Ap, sterk roestig, en 20-30 cm dik. In de winter staan de bodems periodiek onder water. In de zomer zijn ze te nat (complex . F . verenigt de drainageklassen . e . en . f .). De bodems",Rest van Vlaanderen,s-Ufp-ZS,4,41E
745,745,Technosols/Not Surveyed,Technosols/Not Surveyed,TC,,-,-,-,-,-,-,-,OT,Centrale Vlaamse laagvlakte,Kunstmatige gronden,Antropogeen,OT,OT,Sterk vergraven gronden,,,,,,,,,,,,,,,O,kunstmatige gronden,,,T,sterk vergraven gronden,,,bodemserie OT,Soms wordt het bodemprofiel door het ingrijpen van de mens gewijzigd of vernietigd (kunstmatige gronden). De bodems in vergraven terreinen (OT) zijn daar een voorbeeld van.,Zeepolders,OT-KUNST,4,41E
746,746,Technosols/Not Surveyed,Technosols/Not Surveyed,TC,,-,-,-,-,-,-,-,OT,Centrale Vlaamse laagvlakte,Kunstmatige gronden,Antropogeen,OT,OT,Sterk vergraven gronden,,,,,,,,,,,,,,,O,kunstmatige gronden,,,T,sterk vergraven gronden,,,bodemserie OT,Soms wordt het bodemprofiel door het ingrijpen van de mens gewijzigd of vernietigd (kunstmatige gronden). De bodems in vergraven terreinen (OT) zijn daar een voorbeeld van.,Zeepolders,OT-KUNST,4,41E
747,747,Technosols/Not Surveyed,Technosols/Not Surveyed,TC,,-,-,-,-,-,-,-,OT,Centrale Vlaamse laagvlakte,Kunstmatige gronden,Antropogeen,OT,OT,Sterk vergraven gronden,,,,,,,,,,,,,,,O,kunstmatige gronden,,,T,sterk vergraven gronden,,,bodemserie OT,Soms wordt het bodemprofiel door het ingrijpen van de mens gewijzigd of vernietigd (kunstmatige gronden). De bodems in vergraven terreinen (OT) zijn daar een voorbeeld van.,Zeepolders,OT-KUNST,4,41E
748,748,Technosols/Not Surveyed,Technosols/Not Surveyed,TC,,-,-,-,-,-,-,-,OT,Centrale Vlaamse laagvlakte,Kunstmatige gronden,Antropogeen,OT,OT,Sterk vergraven gronden,,,,,,,,,,,,,,,O,kunstmatige gronden,,,T,sterk vergraven gronden,,,bodemserie OT,Soms wordt het bodemprofiel door het ingrijpen van de mens gewijzigd of vernietigd (kunstmatige gronden). De bodems in vergraven terreinen (OT) zijn daar een voorbeeld van.,Zeepolders,OT-KUNST,4,41E
749,749,Technosols/Not Surveyed,Technosols/Not Surveyed,TC,,-,-,-,-,-,-,-,OT,Centrale Vlaamse laagvlakte,Kunstmatige gronden,Antropogeen,OT,OT,Sterk vergraven gronden,,,,,,,,,,,,,,,O,kunstmatige gronden,,,T,sterk vergraven gronden,,,bodemserie OT,Soms wordt het bodemprofiel door het ingrijpen van de mens gewijzigd of vernietigd (kunstmatige gronden). De bodems in vergraven terreinen (OT) zijn daar een voorbeeld van.,Zeepolders,OT-KUNST,4,41E
750,750,Technosols/Not Surveyed,Technosols/Not Surveyed,TC,,-,-,-,-,-,-,-,OT,Centrale Vlaamse laagvlakte,Kunstmatige gronden,Antropogeen,OT,OT,Sterk vergraven gronden,,,,,,,,,,,,,,,O,kunstmatige gronden,,,T,sterk vergraven gronden,,,bodemserie OT,Soms wordt het bodemprofiel door het ingrijpen van de mens gewijzigd of vernietigd (kunstmatige gronden). De bodems in vergraven terreinen (OT) zijn daar een voorbeeld van.,Zeepolders,OT-KUNST,4,41E
751,751,Technosols/Not Surveyed,Technosols/Not Surveyed,TC,,-,-,-,-,-,-,-,OT,Centrale Vlaamse laagvlakte,Kunstmatige gronden,Antropogeen,OT,OT,Sterk vergraven gronden,,,,,,,,,,,,,,,O,kunstmatige gronden,,,T,sterk vergraven gronden,,,bodemserie OT,Soms wordt het bodemprofiel door het ingrijpen van de mens gewijzigd of vernietigd (kunstmatige gronden). De bodems in vergraven terreinen (OT) zijn daar een voorbeeld van.,Zeepolders,OT-KUNST,4,41E
752,752,Technosols/Not Surveyed,Technosols/Not Surveyed,TC,,-,-,-,-,-,-,-,OT,Centrale Vlaamse laagvlakte,Kunstmatige gronden,Antropogeen,OT,OT,Sterk vergraven gronden,,,,,,,,,,,,,,,O,kunstmatige gronden,,,T,sterk vergraven gronden,,,bodemserie OT,Soms wordt het bodemprofiel door het ingrijpen van de mens gewijzigd of vernietigd (kunstmatige gronden). De bodems in vergraven terreinen (OT) zijn daar een voorbeeld van.,Zeepolders,OT-KUNST,4,41E
753,753,Technosols/Not Surveyed,Technosols/Not Surveyed,TC,,-,-,-,-,-,-,-,OT,Centrale Vlaamse laagvlakte,Kunstmatige gronden,Antropogeen,OT,OT,Sterk vergraven gronden,,,,,,,,,,,,,,,O,kunstmatige gronden,,,T,sterk vergraven gronden,,,bodemserie OT,Soms wordt het bodemprofiel door het ingrijpen van de mens gewijzigd of vernietigd (kunstmatige gronden). De bodems in vergraven terreinen (OT) zijn daar een voorbeeld van.,Zeepolders,OT-KUNST,4,41E
754,754,Technosols/Not Surveyed,Technosols/Not Surveyed,TC,,-,-,-,-,-,-,-,OT,Centrale Vlaamse laagvlakte,Kunstmatige gronden,Antropogeen,OT,OT,Sterk vergraven gronden,,,,,,,,,,,,,,,O,kunstmatige gronden,,,T,sterk vergraven gronden,,,bodemserie OT,Soms wordt het bodemprofiel door het ingrijpen van de mens gewijzigd of vernietigd (kunstmatige gronden). De bodems in vergraven terreinen (OT) zijn daar een voorbeeld van.,Zeepolders,OT-KUNST,4,41E
755,755,Technosols/Not Surveyed,Technosols/Not Surveyed,TC,,-,-,-,-,-,-,-,OT,Centrale Vlaamse laagvlakte,Kunstmatige gronden,Antropogeen,OT,OT,Sterk vergraven gronden,,,,,,,,,,,,,,,O,kunstmatige gronden,,,T,sterk vergraven gronden,,,bodemserie OT,Soms wordt het bodemprofiel door het ingrijpen van de mens gewijzigd of vernietigd (kunstmatige gronden). De bodems in vergraven terreinen (OT) zijn daar een voorbeeld van.,Zeepolders,OT-KUNST,4,41E
756,756,Technosols/Not Surveyed,Technosols/Not Surveyed,TC,,-,-,-,-,-,-,-,OT,Centrale Vlaamse laagvlakte,Kunstmatige gronden,Antropogeen,OT,OT,Sterk vergraven gronden,,,,,,,,,,,,,,,O,kunstmatige gronden,,,T,sterk vergraven gronden,,,bodemserie OT,Soms wordt het bodemprofiel door het ingrijpen van de mens gewijzigd of vernietigd (kunstmatige gronden). De bodems in vergraven terreinen (OT) zijn daar een voorbeeld van.,Zeepolders,OT-KUNST,4,41E
757,757,Technosols/Not Surveyed,Technosols/Not Surveyed,TC,,-,-,-,-,-,-,-,OT,Centrale Vlaamse laagvlakte,Kunstmatige gronden,Antropogeen,OT,OT,Sterk vergraven gronden,,,,,,,,,,,,,,,O,kunstmatige gronden,,,T,sterk vergraven gronden,,,bodemserie OT,Soms wordt het bodemprofiel door het ingrijpen van de mens gewijzigd of vernietigd (kunstmatige gronden). De bodems in vergraven terreinen (OT) zijn daar een voorbeeld van.,Zeepolders,OT-KUNST,4,41E
758,758,"Eutric Gleyic Cambisols (Loamic, Ruptic)",Cambisols,CM-gl.eu,gl.eu,Gleyic,Eutric,-,Endogleyic,Loamic,Ruptic,Eutric,s-Pep,Centrale Vlaamse laagvlakte,Zandstreek,Nat zandleem,s-Pep,Pep,Natte licht zandleembodem zonder profiel,s-,Zand op geringe of matige diepte,P,licht zandleem,e,"nat, sterk gleyig met reductiehorizont",p,zonder profielontwikkeling,,,,,,,,,,,,,,,bodemserie Pep en complex PeP in de Zandstreek,"Deze hydromorfe bodems hebben een reductiehorizont op licht zandleem. De bouwvoor, 20 - 30 cm dik, vertoont reeds roestvlekken in een donker grijsbruine matrix. Tussen de humeuze bovengrond en het zand, leem, klei, klei-zand, mergel of veensubstraat komt",Rest van Vlaanderen,s-Pep-ZS,4,41E
759,759,Gleyic Terric Cambisols (Arenic),Cambisols,CM-tr.gl,tr.gl,Terric,Gleyic,-,Endogleyic,Arenic,-,Eutric,ZdP,Centrale Vlaamse laagvlakte,Zandstreek,Vochtig zand,ZdP,ZdP,Matig natte zandbodem zonder profiel of met onbepaald profiel,,,Z,zand,d,"matig nat, matig gleyig",p+x,met profielontwikkelingsklassen p en x,,,,,,,,,,,,,,,bodemserie Zdh en complexen ZdP en ZdG in de Zandstreek,"De kaarteenheden aangeduid als ZdP groeperen boringen waarin men de verbrokkelde resten van de Podzol B (..h) vindt, de zachte humus B werd homogeen in de bouwvoor verwerkt. Naast deze waarnemingen vindt men plaatsen waar de totale Podzol B werd uitgegra",Rest van Vlaanderen,ZdP-ZS,7,41E
760,760,Gleyic Terric Cambisols (Arenic),Cambisols,CM-tr.gl,tr.gl,Terric,Gleyic,-,Endogleyic,Arenic,-,Eutric,ZdP,Centrale Vlaamse laagvlakte,Zandstreek,Vochtig zand,ZdP,ZdP,Matig natte zandbodem zonder profiel of met onbepaald profiel,,,Z,zand,d,"matig nat, matig gleyig",p+x,met profielontwikkelingsklassen p en x,,,,,,,,,,,,,,,bodemserie Zdh en complexen ZdP en ZdG in de Zandstreek,"De kaarteenheden aangeduid als ZdP groeperen boringen waarin men de verbrokkelde resten van de Podzol B (..h) vindt, de zachte humus B werd homogeen in de bouwvoor verwerkt. Naast deze waarnemingen vindt men plaatsen waar de totale Podzol B werd uitgegra",Rest van Vlaanderen,ZdP-ZS,7,41E
761,761,Gleyic Terric Cambisols (Arenic),Cambisols,CM-tr.gl,tr.gl,Terric,Gleyic,-,Endogleyic,Arenic,-,Eutric,ZdP,Centrale Vlaamse laagvlakte,Zandstreek,Vochtig zand,ZdP,ZdP,Matig natte zandbodem zonder profiel of met onbepaald profiel,,,Z,zand,d,"matig nat, matig gleyig",p+x,met profielontwikkelingsklassen p en x,,,,,,,,,,,,,,,bodemserie Zdh en complexen ZdP en ZdG in de Zandstreek,"De kaarteenheden aangeduid als ZdP groeperen boringen waarin men de verbrokkelde resten van de Podzol B (..h) vindt, de zachte humus B werd homogeen in de bouwvoor verwerkt. Naast deze waarnemingen vindt men plaatsen waar de totale Podzol B werd uitgegra",Rest van Vlaanderen,ZdP-ZS,7,41E
762,762,Gleyic Terric Cambisols (Arenic),Cambisols,CM-tr.gl,tr.gl,Terric,Gleyic,-,Endogleyic,Arenic,-,Eutric,ZdP,Centrale Vlaamse laagvlakte,Zandstreek,Vochtig zand,ZdP,ZdP,Matig natte zandbodem zonder profiel of met onbepaald profiel,,,Z,zand,d,"matig nat, matig gleyig",p+x,met profielontwikkelingsklassen p en x,,,,,,,,,,,,,,,bodemserie Zdh en complexen ZdP en ZdG in de Zandstreek,"De kaarteenheden aangeduid als ZdP groeperen boringen waarin men de verbrokkelde resten van de Podzol B (..h) vindt, de zachte humus B werd homogeen in de bouwvoor verwerkt. Naast deze waarnemingen vindt men plaatsen waar de totale Podzol B werd uitgegra",Rest van Vlaanderen,ZdP-ZS,7,41E
763,763,Technosols/Not Surveyed,Technosols/Not Surveyed,TC,,-,-,-,-,-,-,-,OT,Centrale Vlaamse laagvlakte,Kunstmatige gronden,Antropogeen,OT,OT,Sterk vergraven gronden,,,,,,,,,,,,,,,O,kunstmatige gronden,,,T,sterk vergraven gronden,,,bodemserie OT,Soms wordt het bodemprofiel door het ingrijpen van de mens gewijzigd of vernietigd (kunstmatige gronden). De bodems in vergraven terreinen (OT) zijn daar een voorbeeld van.,Zeepolders,OT-KUNST,4,41E
764,764,Technosols/Not Surveyed,Technosols/Not Surveyed,TC,,-,-,-,-,-,-,-,OT,Centrale Vlaamse laagvlakte,Kunstmatige gronden,Antropogeen,OT,OT,Sterk vergraven gronden,,,,,,,,,,,,,,,O,kunstmatige gronden,,,T,sterk vergraven gronden,,,bodemserie OT,Soms wordt het bodemprofiel door het ingrijpen van de mens gewijzigd of vernietigd (kunstmatige gronden). De bodems in vergraven terreinen (OT) zijn daar een voorbeeld van.,Zeepolders,OT-KUNST,4,41E
765,765,Technosols/Not Surveyed,Technosols/Not Surveyed,TC,,-,-,-,-,-,-,-,OT,Centrale Vlaamse laagvlakte,Kunstmatige gronden,Antropogeen,OT,OT,Sterk vergraven gronden,,,,,,,,,,,,,,,O,kunstmatige gronden,,,T,sterk vergraven gronden,,,bodemserie OT,Soms wordt het bodemprofiel door het ingrijpen van de mens gewijzigd of vernietigd (kunstmatige gronden). De bodems in vergraven terreinen (OT) zijn daar een voorbeeld van.,Zeepolders,OT-KUNST,4,41E
766,766,Technosols/Not Surveyed,Technosols/Not Surveyed,TC,,-,-,-,-,-,-,-,OT,Centrale Vlaamse laagvlakte,Kunstmatige gronden,Antropogeen,OT,OT,Sterk vergraven gronden,,,,,,,,,,,,,,,O,kunstmatige gronden,,,T,sterk vergraven gronden,,,bodemserie OT,Soms wordt het bodemprofiel door het ingrijpen van de mens gewijzigd of vernietigd (kunstmatige gronden). De bodems in vergraven terreinen (OT) zijn daar een voorbeeld van.,Zeepolders,OT-KUNST,4,41E
767,767,Technosols/Not Surveyed,Technosols/Not Surveyed,TC,,-,-,-,-,-,-,-,OT,Centrale Vlaamse laagvlakte,Kunstmatige gronden,Antropogeen,OT,OT,Sterk vergraven gronden,,,,,,,,,,,,,,,O,kunstmatige gronden,,,T,sterk vergraven gronden,,,bodemserie OT,Soms wordt het bodemprofiel door het ingrijpen van de mens gewijzigd of vernietigd (kunstmatige gronden). De bodems in vergraven terreinen (OT) zijn daar een voorbeeld van.,Zeepolders,OT-KUNST,4,41E
768,768,Technosols/Not Surveyed,Technosols/Not Surveyed,TC,,-,-,-,-,-,-,-,OT,Centrale Vlaamse laagvlakte,Kunstmatige gronden,Antropogeen,OT,OT,Sterk vergraven gronden,,,,,,,,,,,,,,,O,kunstmatige gronden,,,T,sterk vergraven gronden,,,bodemserie OT,Soms wordt het bodemprofiel door het ingrijpen van de mens gewijzigd of vernietigd (kunstmatige gronden). De bodems in vergraven terreinen (OT) zijn daar een voorbeeld van.,Zeepolders,OT-KUNST,4,41E
801,801,Eutric Neocambic Retisols (Siltic),Retisols,RT-nc.eu,nc.eu,Neocambic,Eutric,-,-,Siltic,-,Eutric,Aba0(b),Brabants plateau,Zandleemstreek,Droge leem,Aba0(b),Aba,Droge leembodem met textuur B horizont,,,A,leem,b,"droog, niet gleyig",a,met textuur B horizont of met weinig duidelijke kleur B horizont,0,Betekenis afhankelijk van het bodemtype (zie toelichtingsboekje),,,(b),Gevlekte textuur B horizont,,,,,,,,,bodemserie Aba in de Zandleemstreek,"De serie Aba ontwikkeld in het Pleistocene loessdek vertoont onder de A horizont een aan klei en sesquioxiden aangerijkte textuur B horizont. De bouwvoor is een donkerbruin, homogeen humushoudend leem; bij Abao rust de Ap op een geelbruine overgangshoriz",Rest van Vlaanderen,Aba0(b)-ZLS,5,115E
802,802,Eutric Neocambic Retisols (Siltic),Retisols,RT-nc.eu,nc.eu,Neocambic,Eutric,-,-,Siltic,-,Eutric,Aba0(b),Brabants plateau,Zandleemstreek,Droge leem,Aba0(b),Aba,Droge leembodem met textuur B horizont,,,A,leem,b,"droog, niet gleyig",a,met textuur B horizont of met weinig duidelijke kleur B horizont,0,Betekenis afhankelijk van het bodemtype (zie toelichtingsboekje),,,(b),Gevlekte textuur B horizont,,,,,,,,,bodemserie Aba in de Zandleemstreek,"De serie Aba ontwikkeld in het Pleistocene loessdek vertoont onder de A horizont een aan klei en sesquioxiden aangerijkte textuur B horizont. De bouwvoor is een donkerbruin, homogeen humushoudend leem; bij Abao rust de Ap op een geelbruine overgangshoriz",Rest van Vlaanderen,Aba0(b)-ZLS,5,115E
803,803,Eutric Neocambic Retisols (Siltic),Retisols,RT-nc.eu,nc.eu,Neocambic,Eutric,-,-,Siltic,-,Eutric,Aba0(b),Brabants plateau,Zandleemstreek,Droge leem,Aba0(b),Aba,Droge leembodem met textuur B horizont,,,A,leem,b,"droog, niet gleyig",a,met textuur B horizont of met weinig duidelijke kleur B horizont,0,Betekenis afhankelijk van het bodemtype (zie toelichtingsboekje),,,(b),Gevlekte textuur B horizont,,,,,,,,,bodemserie Aba in de Zandleemstreek,"De serie Aba ontwikkeld in het Pleistocene loessdek vertoont onder de A horizont een aan klei en sesquioxiden aangerijkte textuur B horizont. De bouwvoor is een donkerbruin, homogeen humushoudend leem; bij Abao rust de Ap op een geelbruine overgangshoriz",Rest van Vlaanderen,Aba0(b)-ZLS,5,115E
804,804,Eutric Neocambic Retisols (Siltic),Retisols,RT-nc.eu,nc.eu,Neocambic,Eutric,-,-,Siltic,-,Eutric,Aba0(b),Brabants plateau,Zandleemstreek,Droge leem,Aba0(b),Aba,Droge leembodem met textuur B horizont,,,A,leem,b,"droog, niet gleyig",a,met textuur B horizont of met weinig duidelijke kleur B horizont,0,Betekenis afhankelijk van het bodemtype (zie toelichtingsboekje),,,(b),Gevlekte textuur B horizont,,,,,,,,,bodemserie Aba in de Zandleemstreek,"De serie Aba ontwikkeld in het Pleistocene loessdek vertoont onder de A horizont een aan klei en sesquioxiden aangerijkte textuur B horizont. De bouwvoor is een donkerbruin, homogeen humushoudend leem; bij Abao rust de Ap op een geelbruine overgangshoriz",Rest van Vlaanderen,Aba0(b)-ZLS,5,115E
805,805,Eutric Neocambic Retisols (Siltic),Retisols,RT-nc.eu,nc.eu,Neocambic,Eutric,-,-,Siltic,-,Eutric,Aba0(b),Brabants plateau,Zandleemstreek,Droge leem,Aba0(b),Aba,Droge leembodem met textuur B horizont,,,A,leem,b,"droog, niet gleyig",a,met textuur B horizont of met weinig duidelijke kleur B horizont,0,Betekenis afhankelijk van het bodemtype (zie toelichtingsboekje),,,(b),Gevlekte textuur B horizont,,,,,,,,,bodemserie Aba in de Zandleemstreek,"De serie Aba ontwikkeld in het Pleistocene loessdek vertoont onder de A horizont een aan klei en sesquioxiden aangerijkte textuur B horizont. De bouwvoor is een donkerbruin, homogeen humushoudend leem; bij Abao rust de Ap op een geelbruine overgangshoriz",Rest van Vlaanderen,Aba0(b)-ZLS,5,115E
806,806,Eutric Neocambic Retisols (Siltic),Retisols,RT-nc.eu,nc.eu,Neocambic,Eutric,-,-,Siltic,-,Eutric,Aba0(b),Brabants plateau,Zandleemstreek,Droge leem,Aba0(b),Aba,Droge leembodem met textuur B horizont,,,A,leem,b,"droog, niet gleyig",a,met textuur B horizont of met weinig duidelijke kleur B horizont,0,Betekenis afhankelijk van het bodemtype (zie toelichtingsboekje),,,(b),Gevlekte textuur B horizont,,,,,,,,,bodemserie Aba in de Zandleemstreek,"De serie Aba ontwikkeld in het Pleistocene loessdek vertoont onder de A horizont een aan klei en sesquioxiden aangerijkte textuur B horizont. De bouwvoor is een donkerbruin, homogeen humushoudend leem; bij Abao rust de Ap op een geelbruine overgangshoriz",Rest van Vlaanderen,Aba0(b)-ZLS,5,115E
807,807,Eutric Neocambic Retisols (Siltic),Retisols,RT-nc.eu,nc.eu,Neocambic,Eutric,-,-,Siltic,-,Eutric,Aba0(b),Brabants plateau,Zandleemstreek,Droge leem,Aba0(b),Aba,Droge leembodem met textuur B horizont,,,A,leem,b,"droog, niet gleyig",a,met textuur B horizont of met weinig duidelijke kleur B horizont,0,Betekenis afhankelijk van het bodemtype (zie toelichtingsboekje),,,(b),Gevlekte textuur B horizont,,,,,,,,,bodemserie Aba in de Zandleemstreek,"De serie Aba ontwikkeld in het Pleistocene loessdek vertoont onder de A horizont een aan klei en sesquioxiden aangerijkte textuur B horizont. De bouwvoor is een donkerbruin, homogeen humushoudend leem; bij Abao rust de Ap op een geelbruine overgangshoriz",Rest van Vlaanderen,Aba0(b)-ZLS,5,115E
808,808,Eutric Neocambic Retisols (Siltic),Retisols,RT-nc.eu,nc.eu,Neocambic,Eutric,-,-,Siltic,-,Eutric,Aba0(b),Brabants plateau,Zandleemstreek,Droge leem,Aba0(b),Aba,Droge leembodem met textuur B horizont,,,A,leem,b,"droog, niet gleyig",a,met textuur B horizont of met weinig duidelijke kleur B horizont,0,Betekenis afhankelijk van het bodemtype (zie toelichtingsboekje),,,(b),Gevlekte textuur B horizont,,,,,,,,,bodemserie Aba in de Zandleemstreek,"De serie Aba ontwikkeld in het Pleistocene loessdek vertoont onder de A horizont een aan klei en sesquioxiden aangerijkte textuur B horizont. De bouwvoor is een donkerbruin, homogeen humushoudend leem; bij Abao rust de Ap op een geelbruine overgangshoriz",Rest van Vlaanderen,Aba0(b)-ZLS,5,115E
